an investment banking house 	hes jewish manzetti 
you wouldnt announce it 	id say nothing after two or three people will try to find __name__ pattern __name__ reason 
you wouldnt announce it  _eou_ id say nothing after two or three people will try to find __name__ pattern __name__ reason 	but when it comes out the public will be outraged it will look like germany all over again 
you wouldnt announce it  _eou_ id say nothing after two or three people will try to find __name__ pattern __name__ reason  _eou_ but when it comes out the public will be outraged it will look like germany all over again 	isnt that what we want germany all over again only done right this time 
 insulting people who were in the camps whats the point 	theyre liars and cowards 
 insulting people who were in the camps whats the point  _eou_ theyre liars and cowards 	im sure they are but what do we accomplish by pointing it out 
 insulting people who were in the camps whats the point  _eou_ theyre liars and cowards  _eou_ im sure they are but what do we accomplish by pointing it out 	its the truth 
did you kill ilio manzetti 	no 
i always won 	the arguments anyway 
why did you come tonight to see me 	to hear them read torah 
why did you come tonight to see me  _eou_ to hear them read torah 	i thought you hated torah 
why did you come tonight to see me  _eou_ to hear them read torah  _eou_ i thought you hated torah 	that doesnt mean __name__ dont like hearing it 
why did you come tonight to see me  _eou_ to hear them read torah  _eou_ i thought you hated torah  _eou_ that doesnt mean __name__ dont like hearing it 	point out all the lies and fucked up thinking 
tell me about lina moebius 	how did you 
tell me about lina moebius  _eou_ how did you 	i work in the das office you go to those meetings half the people there are informants 
tell me about lina moebius  _eou_ how did you  _eou_ i work in the das office you go to those meetings half the people there are informants 	you mean the __name__ times /i guy 
tell me about lina moebius  _eou_ how did you  _eou_ i work in the das office you go to those meetings half the people there are informants  _eou_ you mean the __name__ times /i guy 	which __name__ times /i guy 
tell me about lina moebius  _eou_ how did you  _eou_ i work in the das office you go to those meetings half the people there are informants  _eou_ you mean the __name__ times /i guy  _eou_ which __name__ times /i guy 	with the shoes there was more than one 
you shut up who do you think you are 	theres __name__ bomb here its going to go off at seven thirty 
do you feel youre making progress here 	you mean ilio manzetti 
do you feel youre making progress here  _eou_ you mean ilio manzetti 	forget manzetti take on something simple something you can actually accomplish maybe hed be more valuable in the city 
how have things been going 	fine 
how have things been going  _eou_ fine 	we want to talk to you about something were about to launch an aboveground intellectually serious fascist movement 
hello 	lina its happening tonight 
hello  _eou_ lina its happening tonight 	what is happening 
hello  _eou_ lina its happening tonight  _eou_ what is happening 	beth shalom like you wanted 
hello  _eou_ lina its happening tonight  _eou_ what is happening  _eou_ beth shalom like you wanted 	beth shalom what are you talking about who is this 
hello  _eou_ lina its happening tonight  _eou_ what is happening  _eou_ beth shalom like you wanted  _eou_ beth shalom what are you talking about who is this 	lina you said if __name__ was going to plant __name__ bomb __name__ should 
what are you doing here 	i just came to get some stuff ill be out in five minutes he doesnt want me around 
hello 	daniel balint my names guy danielsen im __name__ reporter with the __name__ new york times /i 
hello  _eou_ daniel balint my names guy danielsen im __name__ reporter with the __name__ new york times /i 	 __name__ new york times /i 
who knows what that is 	a jewish prayer 
who knows what that is  _eou_ a jewish prayer 	can anybody imagine why __name__ would say __name__ jewish prayer 
which was his room 	number ten 
wheres mrs moebius 	her place is down the road but she just comes out for weekends sometimes 
which one were you aiming at 	the mother 
shut up fuck you 	what 
open it up 	here 
what about drake did he ever show up 	no its weird man nobody knows where he went 
didnt you get anything 	im not hungry come on lets drive around we dont want to be spotted here 
oh what is this shit 	keep driving dont slow down 
oh what is this shit  _eou_ keep driving dont slow down 	christ 
take __name__ right on 59th well put it someplace else 	where 
take __name__ right on 59th well put it someplace else  _eou_ where 	i have an idea 
when do you want it to go off 	seven thirty tomorrow evening 
when do you want it to go off  _eou_ seven thirty tomorrow evening 	so thats what nineteen thirty minutes what time is it now 
you remember miriam 	yeah hey howre you doing 
shes at yale law interning with the district attorney were getting married next spring in israel 	wow thats uh great 
listen danny you cant just barge in and 	shut up 
danny listen people expect me to daven they dont want someone they dont know leading their prayers 	get out of my way 
lie on your stomach and come up on your elbows 	why me 
lie on your stomach and come up on your elbows  _eou_ why me 	you want to kill __name__ jew __name__ already did 
whod you kill 	four but no one this important 
how did you know they were jews 	i can tell 
how did you know they were jews  _eou_ i can tell 	how 
how did you know they were jews  _eou_ i can tell  _eou_ how 	i was __name__ jew in __name__ previous life 
you missed on purpose 	i didnt __name__ told you __name__ cant 
you missed on purpose  _eou_ i didnt __name__ told you __name__ cant 	whats that 
and what did you do 	what are you trying to say 
and what did you do  _eou_ what are you trying to say 	what did you do while the sergeant was killing your son 
where do you think youre going 	 we have nothing to learn from these people they should learn from us 
its friday 	do __name__ give __name__ shit 
whos this 	dennis leary 
whos this  _eou_ dennis leary 	leary 
whos this  _eou_ dennis leary  _eou_ leary 	no 
howard stern 	obviously 
adam sandler 	funny 
adam sandler  _eou_ funny 	not like mr dorfmann 
adam sandler  _eou_ funny  _eou_ not like mr dorfmann 	he was funny 
after your mother died thats when you stopped going to shul doing your homework everything 	and thats when the mets started to stink 
after your mother died thats when you stopped going to shul doing your homework everything  _eou_ and thats when the mets started to stink 	cause they got rid of johnson he knew how to deal with the assholes dallas green please 
after your mother died thats when you stopped going to shul doing your homework everything  _eou_ and thats when the mets started to stink  _eou_ cause they got rid of johnson he knew how to deal with the assholes dallas green please 	valentine 
theres some maple walnut in the freezer 	linda says youre not supposed to have dairy 
theres some maple walnut in the freezer  _eou_ linda says youre not supposed to have dairy 	just __name__ little whats the difference 
we want you to help run it give speeches lead seminars handle the fund raising 	fund raising 
we want you to help run it give speeches lead seminars handle the fund raising  _eou_ fund raising 	we think youd be good at it 
we tested the new bomb 	what 
we tested the new bomb  _eou_ what 	we redesigned the timing mechanism it cant possibly malfunction 
we tested the new bomb  _eou_ what  _eou_ we redesigned the timing mechanism it cant possibly malfunction 	danny please just give your speech and nothing about jews okay 
are you out of your mind 	i was just trying to make __name__ point if 
do you think __name__ 	danny please we dont want to know 
may he cause the light of his countenance to shine upon you and be gracious unto you 	eat shit 
may he cause the light of his countenance to shine upon you and be gracious unto you  _eou_ eat shit 	 may you be blessed in your going forth as you were in your coming 
may he cause the light of his countenance to shine upon you and be gracious unto you  _eou_ eat shit  _eou_  may you be blessed in your going forth as you were in your coming 	eat shit assholes 
may he cause the light of his countenance to shine upon you and be gracious unto you  _eou_ eat shit  _eou_  may you be blessed in your going forth as you were in your coming  _eou_ eat shit assholes 	and let us say 
 youre saying that when he first appeared at your house you had no idea he was jewish 	none whatsoever but __name__ have to admit im not terribly surprised 
 youre saying that when he first appeared at your house you had no idea he was jewish  _eou_ none whatsoever but __name__ have to admit im not terribly surprised 	what do you mean 
 youre saying that when he first appeared at your house you had no idea he was jewish  _eou_ none whatsoever but __name__ have to admit im not terribly surprised  _eou_ what do you mean 	i think anti semitism today is largely __name__ jewish phenomenon wouldnt you agree 
