hi __name__ could give you __name__ ride if you need  _eou_ no thats okay thanks though  _eou_ youre sure its cold  _eou_ i dont want to take you out of your way  _eou_ its okay 	yeah 
look im very sorry __name__ came off sort of nutso im not really 	its okay __name__ didnt think you were 
thanks very much that was very nice of you 	well __name__ wouldnt want to be 
thanks very much that was very nice of you  _eou_ well __name__ wouldnt want to be 	oh geez im full of shit __name__ already told you that anyway see ya 
take care 	hey do you want to have __name__ drink __name__ have lots of drinks and __name__ could 
take care  _eou_ hey do you want to have __name__ drink __name__ have lots of drinks and __name__ could 	um 
take care  _eou_ hey do you want to have __name__ drink __name__ have lots of drinks and __name__ could  _eou_ um 	never mind sorry that was stupid im embarrassed good night joel 
god that feels so fucking good take yours off 	im fine 
god that feels so fucking good take yours off  _eou_ im fine 	yeah well have __name__ seat anyway 
ready for another 	no im okay for now 
what do you want to hear 	you pick it 
what do you want to hear  _eou_ you pick it 	you just say im not really 
what do you want to hear  _eou_ you pick it  _eou_ you just say im not really 	i dont know __name__ cant see them from here joel just pick something good 
well __name__ should probably get going 	no stay just for __name__ little while refill 
well __name__ should probably get going  _eou_ no stay just for __name__ little while refill 	no __name__ 
well __name__ should probably get going  _eou_ no stay just for __name__ little while refill  _eou_ no __name__ 	i know __name__ man who needs __name__ refill 
thanks 	drink up young man itll make the whole seduction part less repugnant 
ill pack __name__ picnic __name__ night picnic night picnics are different and 	sounds good but right now __name__ should go 
ill pack __name__ picnic __name__ night picnic night picnics are different and  _eou_ sounds good but right now __name__ should go 	you should stay 
ill pack __name__ picnic __name__ night picnic night picnics are different and  _eou_ sounds good but right now __name__ should go  _eou_ you should stay 	i have to get up early in the morning tomorrow so 
ill pack __name__ picnic __name__ night picnic night picnics are different and  _eou_ sounds good but right now __name__ should go  _eou_ you should stay  _eou_ i have to get up early in the morning tomorrow so 	okay 
i would like you to call me would you do that __name__ would like that 	yes 
how could she have done this to me how could anyone do this to anyone 	you didnt say anything about my hair 
yo ho ho 	its three 
i cant believe you wrecked my car youre driving drunk its pathetic 	 __name__ little __name__ was __name__ little tipsy dont call me pathetic 
i cant believe you wrecked my car youre driving drunk its pathetic  _eou_  __name__ little __name__ was __name__ little tipsy dont call me pathetic 	well it is pathetic and fucking irresponsible you couldve killed somebody 
i dont know maybe you did kill somebody 	oh christ __name__ didnt kill anybody its just __name__ fucking dent youre like some old lady or something 
let me drive you home 	fuck you joel faggot 
let me drive you home  _eou_ fuck you joel faggot 	look at it out here its falling apart im erasing you and im happy 
how can you watch this crap 	where are you going 
how can you watch this crap  _eou_ where are you going 	im fucking crawling out of my skin 
what 	i dont want to talk about this here 
what  _eou_ i dont want to talk about this here 	joel were fucking gonna talk about it 
so um 	would you get me another joely 
youre drunk 	youre __name__ whiz kid so perceptive so 
more 	no thanks 
i want my mommy __name__ dont want to lose you clem 	im right here 
i want my mommy __name__ dont want to lose you clem  _eou_ im right here 	im scared __name__ want my mommy __name__ dont want to lose you __name__ dont want to lose 
i want my mommy __name__ dont want to lose you clem  _eou_ im right here  _eou_ im scared __name__ want my mommy __name__ dont want to lose you __name__ dont want to lose 	joel joely look its not fading the memory __name__ think were hidden 
but cant you see __name__ love you antoine 	dont call me antoine my name is wally 
but cant you see __name__ love you antoine  _eou_ dont call me antoine my name is wally 	yes but __name__ cant love __name__ man named wally 
they found us before the plan didnt work __name__ dont know what to do now 	hide me somewhere deeper somewhere buried 
look at you cutey what are we doing 	this kid joe early is going to beat the shit out of me 
joel 	i dont like it either but im just trying to find horrible secret place to 
happy birthday 	thanks joely __name__ present oh boy 
i scoured the city for it 	i love it 
i thought __name__ was foolish __name__ thought id mistaken infatuation for love you said 	so what infatuation is good too 
i thought __name__ was foolish __name__ thought id mistaken infatuation for love you said  _eou_ so what infatuation is good too 	and __name__ didnt have an argument 
i dropped you off after you said 	come up and see me now 
i dropped you off after you said  _eou_ come up and see me now 	its very late 
i dropped you off after you said  _eou_ come up and see me now  _eou_ its very late 	yes exactly exactly my point 
i told her today __name__ need to end it 	is that what you want 
i told her today __name__ need to end it  _eou_ is that what you want 	i did it __name__ guess that means something 
hi there 	hi 
you know what __name__ did 	yeah __name__ know im fishing 
you know what __name__ did  _eou_ yeah __name__ know im fishing 	you said 
oh god how horrid 	im joel 
this is it joel its gonna be gone soon 	i know 
this is it joel its gonna be gone soon  _eou_ i know 	what do we do 
this is it joel its gonna be gone soon  _eou_ i know  _eou_ what do we do 	enjoy it say good bye 
i wish we did you married 	um no 
i wish we did you married  _eou_ um no 	lets move into this neighborhood 
i do sort of live with somebody though 	oh 
male or female 	female 
male or female  _eou_ female 	at least __name__ havent been barking up the wrong tree 
cool 	what are you doing 
cool  _eou_ what are you doing 	its freezing out here 
cmon man the waters fine nobodys coming here tonight believe me this place is closed up electricitys off 	i hesitated for what seemed like forever 
cmon man the waters fine nobodys coming here tonight believe me this place is closed up electricitys off  _eou_ i hesitated for what seemed like forever 	i could see you wanted to come in joel 
i knew 	i knew by your nervousness that naomi wasnt the kind of girl who forced you to criminally trespass 
i knew  _eou_ i knew by your nervousness that naomi wasnt the kind of girl who forced you to criminally trespass 	its dark 
i knew  _eou_ i knew by your nervousness that naomi wasnt the kind of girl who forced you to criminally trespass  _eou_ its dark 	yeah whats your girlfriends name 
i knew  _eou_ i knew by your nervousness that naomi wasnt the kind of girl who forced you to criminally trespass  _eou_ its dark  _eou_ yeah whats your girlfriends name 	naomi 
bye joel 	i love you 
so youll call me right 	yeah 
so youll call me right  _eou_ yeah 	when 
so youll call me right  _eou_ yeah  _eou_ when 	tomorrow 
so youll call me right  _eou_ yeah  _eou_ when  _eou_ tomorrow 	tonight just to test out the phone lines 
so youll call me right  _eou_ yeah  _eou_ when  _eou_ tomorrow  _eou_ tonight just to test out the phone lines 	yeah 
dont worry its really solid this time of year 	i dont know 
i dont know what if it breaks 	what if 
i think __name__ should go back 	joel come here please 
its true 	i know __name__ spoke to my friend magda 
it was snowing 	there are two of them couldnt make them out the orange glow of __name__ cigarette 
the driver waved so casual friendly 	im like __name__ joke to them 
its them 	its too late 
i should maybe talk to you 	clementine __name__ should just maybe talk to her 
clementine 	thats your look for me 
so then she just stops calling 	i wasnt going to call her not after the way she was 
so then she just stops calling  _eou_ i wasnt going to call her not after the way she was 	any messages carmen 
right she called me an old lady here too and __name__ remember __name__ said 	and what are you like __name__ wino 
hows the chicken 	is that like us are we just bored with each other 
shes so sexy 	i loved you on this day __name__ love this memory the rain us just hanging 
i cant __name__ have to go home ill do it later 	i didnt want to do this but __name__ had to or they wouldve called me __name__ girl 
okay __name__ wish you could come 	this is it the night we met my god its over 
so youre still on the zoloft 	next thing __name__ remember we were walking down near the surf 
clementine 	i couldnt believe you did that __name__ was paralyzed with fear 
we can help you through this why dont you start now by telling me everything you can remember about 	you have to stop this 
we can help you through this why dont you start now by telling me everything you can remember about  _eou_ you have to stop this 	what what do you mean 
we can help you through this why dont you start now by telling me everything you can remember about  _eou_ you have to stop this  _eou_ what what do you mean 	im trapped in my head and everything __name__ love is being erased stop it now 
we can help you through this why dont you start now by telling me everything you can remember about  _eou_ you have to stop this  _eou_ what what do you mean  _eou_ im trapped in my head and everything __name__ love is being erased stop it now 	yes but im just something youre imagining what can __name__ do im in your head too 
yours 	you take it __name__ dont know 
naomi __name__ really value our relationship __name__ hope its possible for us to stay in touch 	dont do this to me now joel really 
hi 	hi 
hi  _eou_ hi 	how was it 
hi  _eou_ hi  _eou_ how was it 	you didnt miss much rob and carrie say hello 
hi  _eou_ hi  _eou_ how was it  _eou_ you didnt miss much rob and carrie say hello 	hi rob and carrie 
hi  _eou_ hi  _eou_ how was it  _eou_ you didnt miss much rob and carrie say hello  _eou_ hi rob and carrie 	go back to sleep 
yeah come to bed im cold 	in __name__ minute 
so you dont mind 	ive got to finish this chapter anyway 
say hi to rob and carrie have some fun 	i hope you get your work done 
say hi to rob and carrie have some fun  _eou_ i hope you get your work done 	yeah 
so you think the dissertation will get published 	i dont know im not sure theres __name__ big public demand for books on calvinism and misogyny 
okay joel __name__ suppose youre right 	i had __name__ good time last night __name__ really did 
okay joel __name__ suppose youre right  _eou_ i had __name__ good time last night __name__ really did 	so im going to get some sleep im glad youre okay 
okay joel __name__ suppose youre right  _eou_ i had __name__ good time last night __name__ really did  _eou_ so im going to get some sleep im glad youre okay 	well speak soon 
okay joel __name__ suppose youre right  _eou_ i had __name__ good time last night __name__ really did  _eou_ so im going to get some sleep im glad youre okay  _eou_ well speak soon 	night 
oh hey patrick 	hi mary hows it going 
oh patrick you didnt want any did you 	nah __name__ dont know 
i love quotes so did winston churchill he actually has __name__ quotation in bartletts about bartletts isnt that trippy 	yeah cool 
i love quotes so did winston churchill he actually has __name__ quotation in bartletts about bartletts isnt that trippy  _eou_ yeah cool 	 the quotations when engraved upon the memory give you good thoughts 
i love quotes so did winston churchill he actually has __name__ quotation in bartletts about bartletts isnt that trippy  _eou_ yeah cool  _eou_  the quotations when engraved upon the memory give you good thoughts 	very cool trippy 
i love quotes so did winston churchill he actually has __name__ quotation in bartletts about bartletts isnt that trippy  _eou_ yeah cool  _eou_  the quotations when engraved upon the memory give you good thoughts  _eou_ very cool trippy 	i like to read what smart people say so many beautiful important things 
definitely 	i think hell be in bartletts one day 
boo 	hi 
stan cmon 	sorry __name__ just 
stan cmon  _eou_ sorry __name__ just 	its just yknow __name__ mean 
stan cmon  _eou_ sorry __name__ just  _eou_ its just yknow __name__ mean 	i know anyway 
stan cmon  _eou_ sorry __name__ just  _eou_ its just yknow __name__ mean  _eou_ i know anyway 	anyway ive got to do my tap dance here 
see you later alligator 	kay 
see you later alligator  _eou_ kay 	hey if youre ordering lunch for mierzwiak would you 
see you later alligator  _eou_ kay  _eou_ hey if youre ordering lunch for mierzwiak would you 	i better do this stan 
its freezing out 	you found us okay 
its freezing out  _eou_ you found us okay 	yeah poor guy have anything to drink 
its freezing out  _eou_ you found us okay  _eou_ yeah poor guy have anything to drink 	we havent checked 
its freezing out  _eou_ you found us okay  _eou_ yeah poor guy have anything to drink  _eou_ we havent checked 	well allow me to do the honors its fucking freezing and __name__ need something 
nietzsche beyond good and evil found it my bartletts 	thats __name__ good one 
nietzsche beyond good and evil found it my bartletts  _eou_ thats __name__ good one 	yeah __name__ cant wait to tell howard it seems really appropriate 
nietzsche beyond good and evil found it my bartletts  _eou_ thats __name__ good one  _eou_ yeah __name__ cant wait to tell howard it seems really appropriate 	its __name__ good one all right 
yup 	dont you think howards like that smart important 
yup  _eou_ dont you think howards like that smart important 	yup 
let him go stan __name__ can help 	go 
its stopped 	what 
its stopped  _eou_ what 	listen its not erasing 
its not erasing hes off the screen 	where 
its not erasing hes off the screen  _eou_ where 	i dont know hes not on the map 
i dont know what to do __name__ dont know what to do crap crap 	well what should we do 
i dont know what to do __name__ dont know what to do crap crap  _eou_ well what should we do 	i dont know __name__ just said that 
i dont know what to do __name__ dont know what to do crap crap  _eou_ well what should we do  _eou_ i dont know __name__ just said that 	sor ry we have to do something he cant wake up half done 
i dont know what to do __name__ dont know what to do crap crap  _eou_ well what should we do  _eou_ i dont know __name__ just said that  _eou_ sor ry we have to do something he cant wake up half done 	shit 
no way __name__ can handle this 	this guys only half cooked theres no time to fuck around stan 
hes coming 	you better go 
hes coming  _eou_ you better go 	hell no 
hey 	do you swear you didnt know 
hey  _eou_ do you swear you didnt know 	i swear 
hey  _eou_ do you swear you didnt know  _eou_ i swear 	and you never even suspected never saw us behaving in any unusual way together 
hey  _eou_ do you swear you didnt know  _eou_ i swear  _eou_ and you never even suspected never saw us behaving in any unusual way together 	once maybe 
and after that 	i never saw you together like that again so __name__ figured __name__ was imagining things 
oh 	hi 
oh  _eou_ hi 	what do you want stan 
oh  _eou_ hi  _eou_ what do you want stan 	can __name__ i brought some 
howard your one oclock 	thanks mary you can bring her in 
mary 	yes 
mary  _eou_ yes 	order me __name__ pastrami for after 
mary  _eou_ yes  _eou_ order me __name__ pastrami for after 	cole slaw ice tea 
mary  _eou_ yes  _eou_ order me __name__ pastrami for after  _eou_ cole slaw ice tea 	thanks 
mary  _eou_ yes  _eou_ order me __name__ pastrami for after  _eou_ cole slaw ice tea  _eou_ thanks 	welcome howard 
okay were back in 	that was beautiful to watch howard like __name__ surgeon or __name__ concert pianist 
okay were back in  _eou_ that was beautiful to watch howard like __name__ surgeon or __name__ concert pianist 	well thank you mary 
okay um theres one that goes blessed are the forgetful for they get the better even of their blunders 	is that nietzsche 
okay um theres one that goes blessed are the forgetful for they get the better even of their blunders  _eou_ is that nietzsche 	yeah yeah it is howard and here __name__ was thinking __name__ could tell you something you didnt know 
okay um theres one that goes blessed are the forgetful for they get the better even of their blunders  _eou_ is that nietzsche  _eou_ yeah yeah it is howard and here __name__ was thinking __name__ could tell you something you didnt know 	its __name__ good quote mary im glad we both know it 
ive loved you for __name__ very long time im sorry __name__ shouldnt have said that 	ive got __name__ wife mary kids you know that 
ive loved you for __name__ very long time im sorry __name__ shouldnt have said that  _eou_ ive got __name__ wife mary kids you know that 	i wish __name__ was your wife __name__ wish __name__ had your kids 
we cant do this 	no youre right once again youre __name__ decent man howard 
mary what are you doing here 	she came to help howard 
i tried that already 	did you try going through __name__ gate 
i tried that already  _eou_ did you try going through __name__ gate 	yeah of course 
you get some sleep howard ill take it from here 	yeah probably __name__ good idea 
howard theyve disappeared again 	oh dear 
ill go out for __name__ smoke if no one minds 	thats fine stan 
so ive got to drop the van off 	thanks stan thanks 
she should not have done this stan as mad as she was as justifiably 	i dont know what youre talking about howard 
she should not have done this stan as mad as she was as justifiably  _eou_ i dont know what youre talking about howard 	mary has stolen our files and is sending them back to people 
she should not have done this stan as mad as she was as justifiably  _eou_ i dont know what youre talking about howard  _eou_ mary has stolen our files and is sending them back to people 	jesus 
oh hi 	hi __name__ was in the neighborhood and thought id see 
oh hi  _eou_ hi __name__ was in the neighborhood and thought id see 	i think hes in __name__ conference unfortunately im really sorry 
oh hi  _eou_ hi __name__ was in the neighborhood and thought id see  _eou_ i think hes in __name__ conference unfortunately im really sorry 	would you just try him you never know as long as im here you never know 
oh hi  _eou_ hi __name__ was in the neighborhood and thought id see  _eou_ i think hes in __name__ conference unfortunately im really sorry  _eou_ would you just try him you never know as long as im here you never know 	of course please have __name__ seat 
this book its essential that people read it because its the truth and only __name__ know it 	maybe after the holidays then 
the voltage looks fine 	then check the connections 
does that help 	yeah that looks better thanks 
mary hates me ive never been popular with the ladies 	maybe if you stopped stealing their panties 
mary hates me ive never been popular with the ladies  _eou_ maybe if you stopped stealing their panties 	okay theres more stan 
whats your bartletts 	its __name__ quote book 
hold on let me ask my friend stan can __name__ leave for __name__ little while my girlfriend is very 	patrick were in the middle of 
hold on let me ask my friend stan can __name__ leave for __name__ little while my girlfriend is very  _eou_ patrick were in the middle of 	shes right in the neighborhood shes upset 
i can handle it hes pretty much on auto pilot anyway 	thanks stan __name__ owe you 
